"id","device","accX","accY","accZ","millis","created"
4750687,"pilot99",10.18733,0.4764462,0.4979939,649859705,"2020-08-04T12:35:06.260Z"
4750690,"pilot99",10.58955,0.3136404,-0.1867477,649859706,"2020-08-04T12:35:07.287Z"
4750692,"pilot99",10.57279,1.165976,0.5386954,649859707,"2020-08-04T12:35:08.297Z"
4750694,"pilot99",10.56322,-0.05985504,0.9457096,649859708,"2020-08-04T12:35:09.330Z"
4750695,"pilot99",10.37408,0.5913678,-0.3495534,649859709,"2020-08-04T12:35:10.253Z"
4750698,"pilot99",9.5385,-0.05267244,2.149993,649859710,"2020-08-04T12:35:11.263Z"
4750700,"pilot99",10.37647,-0.1340753,-0.3687071,649859711,"2020-08-04T12:35:12.287Z"
4750702,"pilot99",10.72363,0.1939303,0.8236053,649859712,"2020-08-04T12:35:13.320Z"
4750703,"pilot99",9.955091,0.8331822,0.9792285,649859713,"2020-08-04T12:35:14.243Z"
4750706,"pilot99",10.20648,0.6248866,1.479617,649859714,"2020-08-04T12:35:15.267Z"
4750707,"pilot99",10.4459,0.2920926,1.127669,649859715,"2020-08-04T12:35:16.290Z"
4750710,"pilot99",9.828198,0.9409212,0.7900866,649859716,"2020-08-04T12:35:17.300Z"
4750712,"pilot99",9.988609,0.1532289,0.3136404,649859717,"2020-08-04T12:35:18.237Z"
4750713,"pilot99",10.06283,0.2322376,-0.05746084,649859718,"2020-08-04T12:35:19.257Z"
4750716,"pilot99",9.854534,0.4046201,0.4309563,649859719,"2020-08-04T12:35:20.283Z"
4750718,"pilot99",9.931149,-0.1173159,-0.9672575,649859720,"2020-08-04T12:35:21.300Z"
4750720,"pilot99",9.847352,-0.1029507,1.23062,649859721,"2020-08-04T12:35:22.330Z"
4750721,"pilot99",10.08917,1.086968,-1.106121,649859722,"2020-08-04T12:35:23.250Z"
4750724,"pilot99",10.02452,0.3854665,0.4213795,649859723,"2020-08-04T12:35:24.207Z"
4750726,"pilot99",10.41478,-0.5530606,-1.017536,649859724,"2020-08-04T12:35:25.207Z"
4750728,"pilot99",10.16817,0.8283938,2.272097,649859725,"2020-08-04T12:35:26.307Z"
4750729,"pilot99",9.799467,1.089362,1.721431,649859726,"2020-08-04T12:35:27.230Z"
4750732,"pilot99",9.490616,-0.2992752,-1.599327,649859727,"2020-08-04T12:35:28.253Z"
4750734,"pilot99",10.84334,-0.1029507,1.917756,649859728,"2020-08-04T12:35:29.283Z"
4750735,"pilot99",9.832987,1.149217,1.819593,649859729,"2020-08-04T12:35:30.310Z"
4750738,"pilot99",9.758766,0.03351882,-1.551443,649859730,"2020-08-04T12:35:31.220Z"
4750739,"pilot99",10.14423,0.1149217,-0.4716577,649859731,"2020-08-04T12:35:32.250Z"
4750742,"pilot99",10.63983,0.6751649,2.142811,649859732,"2020-08-04T12:35:33.263Z"
4750744,"pilot99",9.842564,0.7206547,-0.4453215,649859733,"2020-08-04T12:35:34.217Z"
4750746,"pilot99",10.27112,0.213084,2.360683,649859734,"2020-08-04T12:35:35.313Z"
4750747,"pilot99",10.80503,0.1771709,0.2633622,649859735,"2020-08-04T12:35:36.243Z"
4750750,"pilot99",9.76116,0.7637503,2.82037,649859736,"2020-08-04T12:35:37.343Z"
4750752,"pilot99",10.0341,-0.2801216,-0.6847417,649859737,"2020-08-04T12:35:38.290Z"
4750754,"pilot99",10.57758,0.5602432,0.8810662,649859738,"2020-08-04T12:35:39.313Z"
4750755,"pilot99",10.2807,0.6823475,-0.04309563,649859739,"2020-08-04T12:35:40.233Z"
4750758,"pilot99",9.821015,0.2873042,1.122881,649859740,"2020-08-04T12:35:41.250Z"
4750760,"pilot99",10.82419,-0.1197101,-0.4644751,649859741,"2020-08-04T12:35:42.217Z"
4750761,"pilot99",10.56322,0.2561796,0.2753332,649859742,"2020-08-04T12:35:43.293Z"
4750764,"pilot99",9.873688,0.3136404,-0.06943185,649859743,"2020-08-04T12:35:44.330Z"
4750766,"pilot99",10.1179,0.2106898,1.177947,649859744,"2020-08-04T12:35:45.243Z"
4750768,"pilot99",10.56082,0.2466028,-0.3399766,649859745,"2020-08-04T12:35:46.267Z"
4750770,"pilot99",9.955091,0.7158663,-1.204283,649859746,"2020-08-04T12:35:47.300Z"
4750772,"pilot99",10.39084,-0.1628057,3.450045,649859747,"2020-08-04T12:35:48.310Z"
4750774,"pilot99",10.12508,-0.08140286,-2.219425,649859748,"2020-08-04T12:35:49.353Z"
4750776,"pilot99",10.18254,-0.08619126,-0.8236053,649859749,"2020-08-04T12:35:50.263Z"
4750778,"pilot99",10.39802,0.2801216,1.422156,649859750,"2020-08-04T12:35:51.283Z"
4750780,"pilot99",9.947908,0.4429273,-0.6847417,649859751,"2020-08-04T12:35:52.317Z"
4750782,"pilot99",10.07241,-0.007182605,-0.3423708,649859752,"2020-08-04T12:35:53.320Z"
4750784,"pilot99",10.817,0.2346318,0.7685388,649859753,"2020-08-04T12:35:54.250Z"
4750786,"pilot99",9.837775,1.072602,1.735796,649859754,"2020-08-04T12:35:55.210Z"
4750788,"pilot99",10.27112,-0.02154782,-3.129222,649859755,"2020-08-04T12:35:56.297Z"
4750790,"pilot99",10.74278,-0.1987187,0.6871359,649859756,"2020-08-04T12:35:57.330Z"
4750792,"pilot99",10.57279,0.6607997,1.678335,649859757,"2020-08-04T12:35:58.250Z"
4750794,"pilot99",9.342175,0.07182605,-1.510741,649859758,"2020-08-04T12:35:59.353Z"
4750796,"pilot99",10.12029,-0.3232172,-1.855506,649859759,"2020-08-04T12:36:00.203Z"
4750798,"pilot99",10.78827,-0.1651999,1.625663,649859760,"2020-08-04T12:36:01.307Z"
4750800,"pilot99",10.20648,-0.2753332,0.01436521,649859761,"2020-08-04T12:36:02.283Z"
4750802,"pilot99",9.974244,0.002394202,-1.103727,649859762,"2020-08-04T12:36:03.260Z"
4750804,"pilot99",10.78109,-0.4884171,0.2801216,649859763,"2020-08-04T12:36:04.287Z"
4750806,"pilot99",10.05565,0.4261679,-1.707066,649859764,"2020-08-04T12:36:05.350Z"
4750808,"pilot99",10.22324,0.6272808,2.317587,649859765,"2020-08-04T12:36:06.237Z"
4750810,"pilot99",10.30704,0.07422025,0.4213795,649859766,"2020-08-04T12:36:07.243Z"
4750812,"pilot99",10.43872,-0.5626374,1.170765,649859767,"2020-08-04T12:36:08.277Z"
4750814,"pilot99",10.04607,0.4525041,-1.414973,649859768,"2020-08-04T12:36:09.300Z"
4750816,"pilot99",10.13466,0.4812346,1.582567,649859769,"2020-08-04T12:36:10.333Z"
4750818,"pilot99",9.627085,0.09097966,-3.098097,649859770,"2020-08-04T12:36:11.253Z"
4750820,"pilot99",10.13945,0.7517793,0.8379706,649859771,"2020-08-04T12:36:12.267Z"
4750822,"pilot99",10.1179,0.2896984,0.770933,649859772,"2020-08-04T12:36:13.293Z"
4750824,"pilot99",9.730036,0.2585738,0.237026,649859773,"2020-08-04T12:36:14.323Z"
4750826,"pilot99",9.849746,0.1125275,-0.1029507,649859774,"2020-08-04T12:36:15.250Z"
4750828,"pilot99",10.817,0.1819593,1.254562,649859775,"2020-08-04T12:36:16.257Z"
4750830,"pilot99",9.509769,0.1101333,-1.25935,649859776,"2020-08-04T12:36:17.330Z"
4750832,"pilot99",9.639056,0.02154782,-0.7685388,649859777,"2020-08-04T12:36:18.313Z"
4750834,"pilot99",10.17775,0.3064578,-2.056619,649859778,"2020-08-04T12:36:19.350Z"
4750836,"pilot99",10.21127,-0.02394202,-1.120486,649859779,"2020-08-04T12:36:20.247Z"
4750838,"pilot99",10.53449,0.2657564,1.37906,649859780,"2020-08-04T12:36:21.273Z"
4750840,"pilot99",9.955091,0.3758897,-0.213084,649859781,"2020-08-04T12:36:22.320Z"
4750842,"pilot99",10.23761,-0.4357447,-1.865083,649859782,"2020-08-04T12:36:23.253Z"
4750844,"pilot99",10.6949,0.4261679,-0.4740519,649859783,"2020-08-04T12:36:24.227Z"
4750846,"pilot99",10.42675,0.7086837,1.098939,649859784,"2020-08-04T12:36:25.267Z"
4750848,"pilot99",9.753978,0.1915361,0.9313444,649859785,"2020-08-04T12:36:26.227Z"
4750850,"pilot99",10.04368,0.07661445,0.2681506,649859786,"2020-08-04T12:36:27.303Z"
4750852,"pilot99",10.23761,0.1843535,0.2035071,649859787,"2020-08-04T12:36:28.230Z"
4750854,"pilot99",10.52252,0.4357447,1.781286,649859788,"2020-08-04T12:36:29.253Z"
4750856,"pilot99",10.06044,0.8858546,1.072602,649859789,"2020-08-04T12:36:30.213Z"
4750858,"pilot99",9.457097,0.5482722,-0.6488287,649859790,"2020-08-04T12:36:31.293Z"
4750860,"pilot99",10.17057,-0.2873042,-0.9864111,649859791,"2020-08-04T12:36:32.330Z"
4750862,"pilot99",10.35492,0.4333505,0.8116343,649859792,"2020-08-04T12:36:33.247Z"
4750864,"pilot99",9.533711,0.1268927,0.5051765,649859793,"2020-08-04T12:36:34.267Z"
4750866,"pilot99",10.1179,0.4501099,1.393425,649859794,"2020-08-04T12:36:35.227Z"
4750868,"pilot99",10.08917,-0.2154782,0.4620809,649859795,"2020-08-04T12:36:36.303Z"
4750870,"pilot99",10.12268,-0.8283938,0.6033388,649859796,"2020-08-04T12:36:37.220Z"
4750872,"pilot99",10.85531,0.6584055,1.225831,649859797,"2020-08-04T12:36:38.250Z"
4750874,"pilot99",9.691729,0.2274492,-0.4812346,649859798,"2020-08-04T12:36:39.203Z"
4750876,"pilot99",10.26634,-0.2394202,-1.149217,649859799,"2020-08-04T12:36:40.307Z"
4750878,"pilot99",10.50097,-0.04070143,0.3854665,649859800,"2020-08-04T12:36:41.317Z"
4750880,"pilot99",9.921572,0.3543419,0.7422025,649859801,"2020-08-04T12:36:42.253Z"
4750882,"pilot99",9.476251,0.2777274,0.56982,649859802,"2020-08-04T12:36:43.273Z"
4750884,"pilot99",9.804255,0.5913678,0.5913678,649859803,"2020-08-04T12:36:44.297Z"
4750886,"pilot99",9.653421,-0.2298434,-1.206678,649859804,"2020-08-04T12:36:45.317Z"
4750888,"pilot99",11.24796,0.1125275,1.546654,649859805,"2020-08-04T12:36:46.340Z"
4750890,"pilot99",9.722853,0.8690952,-0.05985504,649859806,"2020-08-04T12:36:47.253Z"
4750892,"pilot99",9.416395,-0.6224924,-0.6607997,649859807,"2020-08-04T12:36:48.280Z"
4750894,"pilot99",10.26155,-0.2633622,-1.118092,649859808,"2020-08-04T12:36:49.297Z"
4750896,"pilot99",10.55364,0.2298434,0.04548983,649859809,"2020-08-04T12:36:50.230Z"
4750898,"pilot99",9.849746,0.05027823,1.376666,649859810,"2020-08-04T12:36:51.243Z"
4750900,"pilot99",10.01016,-0.1436521,-0.3256114,649859811,"2020-08-04T12:36:52.263Z"
4750902,"pilot99",9.725247,-0.2178724,0.2705448,649859812,"2020-08-04T12:36:53.300Z"
4750904,"pilot99",10.23521,0.5003881,-0.03830723,649859813,"2020-08-04T12:36:54.323Z"
4750906,"pilot99",10.3214,0.6272808,2.499547,649859814,"2020-08-04T12:36:55.260Z"
4750908,"pilot99",9.425972,0.2154782,-1.596933,649859815,"2020-08-04T12:36:56.217Z"
4750909,"pilot99",10.19451,-0.09097966,-0.9504981,649859816,"2020-08-04T12:36:57.203Z"
